#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;;;;;x
wc_keep1;Encampment;;Lager;;;;;;;;;;;x
wc_keep2;Fortified Encampment;;Befestigtes Lager;;;;;;;;;;;x
wc_keep3;Small Keep;;Kleiner Bergfried;;;;;;;;;;;x
wc_keep4;Keep;;Burg;;;;;;;;;;;x
wc_keep5;Large Keep;;Hochburg;;;;;;;;;;;x
wc_keep6;Citadel;;Zitadelle;;;;;;;;;;;x
wc_keep1_desc;Several tents of varying size have gathered around a strategic point in the area, forming the heart of a young settlement.;;Mehrere Zelte unterschiedlicher Größe haben sich an einem strategischen Knotenpunkt in der Region angesammelt und bilden das Herzstück einer jungen Siedlung.;;;;;;;;;;;x
wc_keep2_desc;Moats, baileys and towers have been erected to further defend the vulnerable settlement and its people. The center of the settlement becomes denser and earthwork structures begin to spring up.;;Wassergräben, Vorhöfe und Türme wurden errichtet, um die hilfsbedürftige Siedlung und ihre Bewohner besser zu beschützen. Das Zentrum der Siedlung wird dichter und es entstehen Erdwälle.;;;;;;;;;;;x
wc_keep3_desc;Dominating the center of the settlement, a small nobleman's keep now dots the surrounding landscape, commanding humble respect.;;Der kleine Bergfried, der das Zentrum der Siedlung beherrscht, markiert heute die umgebende Landschaft und genießt bescheidenen Respekt.;;;;;;;;;;;x
wc_keep4_desc;A sizable castle with many corridors and rooms, an intricate court of nobles and formidable stonework defenses.;;Eine Burg mit vielen Gängen und Räumen, einem komplizierten Adeligenhof und einer beeindruckenden steinernen Verteidigungsanlage.;;;;;;;;;;;x
wc_keep5_desc;Expansive and strong, a keep worthy of a king stands solid and proud, able to withstand any attack. The structure itself maintains an internal ecosystem of a hundred servents, family members, and courtiers.;;Eine Hochburg, die eines Königs würdig ist, steht fest und stolz da und ist in der Lage, jedem Angriff standzuhalten. Die Struktur selbst unterhält ein internes Ökosystem von hunderten von Dienern, Familienmitgliedern und Höflingen.;;;;;;;;;;;x
wc_keep6_desc;A huge sprawling complex, which can be seen from anywhere in the county, is filled with the comforts of an empire with massive war rooms and personal gardens fit for mighty rulers. The only thing that can stand to match its astounding beauty are its formidable defenses.;;Ein gewaltiger, ausgedehnter Komplex, der von überall in der Grafschaft aus zu sehen ist, ist voll von den Annehmlichkeiten eines Reiches mit mächtigen Kriegstrakten und persönlichen Gärten, passend für mächtige Herrscher. Das Einzige, was mit seiner erstaunlichen Schönheit mithalten kann, sind seine beeindruckenden Verteidigungsanlagen.;;;;;;;;;;;x
wc_barracks1;Military Encampment;;Soldatenlager;;;;;;;;;;;x
wc_barracks2;Small Barracks;;Kleine Kaserne;;;;;;;;;;;x
wc_barracks3;Barracks;;Kaserne;;;;;;;;;;;x
wc_barracks4;Large Barracks;;Ausgedehnte Kaserne;;;;;;;;;;;x
wc_barracks1_desc;A group of tents filled with unorganized stacks of armor racks and weapon stands, where soldiers sleep and train amongst dirty tents and storage depots.;;Eine Reihe von Zelten, gefüllt mit unorganisierten Stapeln von Waffen- und Rüstungsständern, zwischen denen Soldaten zwischen schmutzigen Zelten und Lagerhallen schlafen und trainieren.;;;;;;;;;;;x
wc_barracks2_desc;An enclosure within which soldiers train, sleep, and eat in a small but necessary space.;;Ein umzäuntes Gelände, auf dem Soldaten auf engstem Raum trainieren, schlafen und essen.;;;;;;;;;;;x
wc_barracks3_desc;A sizeable barracks where soldiers train, eat, and sleep, within a much larger space capable of housing a cellar and upper floor, giving much more space for a larger number of soldiers.;;Eine große Kaserne, in der Soldaten trainieren, essen und schlafen. Zusätzlich verfügt sie über einen Vorratskeller und ein Obergeschoss für die Offiziere und bietet mehr Platz für eine größere Anzahl von Soldaten.;;;;;;;;;;;x
wc_barracks4_desc;A large barracks where soldiers train, eat, and sleep along with that of their families or prisoners. This barracks is capable of holding its own personal holding cells, armory, and planning room along with rooms for trainers and officers.;;Eine große Baracke, in der Soldaten zusammen mit ihren Familien oder Gefangenen trainieren, essen und schlafen. Diese Kaserne bietet Platz für ihre eigenen Arrestzellen, Waffenkammern und Planungsräume, sowie Unterkünfte für Ausbilder und Offiziere.;;;;;;;;;;;x
wc_muster1;Mustering Range;;Sammelplatz;;;;;;;;;;;x
wc_muster2;Large Mustering Grounds;;Großer Sammelplatz;;;;;;;;;;;x
wc_muster3;Quarters;;Quartiere;;;;;;;;;;;x
wc_muster4;Expanded Quarters;;Ausgedehnte Quartiere;;;;;;;;;;;x
wc_muster1_desc;An open field where local commoners and lightly armed archers take the field to practice, which is often littered and informal.;;Ein offenes Feld, das von Bürgern und leicht bewaffnete Bogenschützen oft zum Trainieren genutzt wird.;;;;;;;;;;;x
wc_muster2_desc;A large assigned area where lightly armored soldiers, levies, and archers come to practice their skills and formations.;;Ein großes abgegrenztes Feld, in dem leicht gepanzerte Soldaten, Lehnstruppen und Bogenschützen ihre Fähigkeiten und Formationen einüben.;;;;;;;;;;;x
wc_muster3_desc;A lesser barracks surrounded by tents and cottages, where lesser parts of the army can find rest, food, and practice.;;Ein paar kleinere Quartiere, umgeben von Zelten und Hütten, in der kleinere Teile der Armee Ruhe und Verpflegung finden und trainieren können.;;;;;;;;;;;x
wc_muster4_desc;A decently sized bastion which houses a decently sized armory used for the arming and training of commoners into a decently sized army, where local militiamen and rangers can be housed and trained.;;;;;;;;;;;;;x
wc_stables1;Corral;;Gehege;;;;;;;;;;;x
wc_stables2;Large Corral;;Großes Gehege;;;;;;;;;;;x
wc_stables3;Stables;;Stallungen;;;;;;;;;;;x
wc_stables4;Army Stables;;Heeresstallungen;;;;;;;;;;;x
wc_stables1_desc;A mount pen constructed on an open field, guarded by a fairly rickety wooden fencing and run by traditional families and estates.;;;;;;;;;;;;;x
wc_stables2_desc;A fairly large pen used for the taming and training of war mounts, with an expanded area for herding.;;;;;;;;;;;;;x
wc_stables3_desc;A series of structures dedicated to the storage and comfort of animals which are also used to help breed and train war mounts for the use of the local army.;;;;;;;;;;;;;x
wc_stables4_desc;A larger complex dedicated to the comfort and breeding of war mounts, an impressive structure comparable to that of a barracks, but for quadrupeds.;;;;;;;;;;;;;x
wc_armory1;Metal Workers;;Metallverarbeiter;;;;;;;;;;;x
wc_armory2;Weapon Workshops;;Waffenschmiede;;;;;;;;;;;x
wc_armory3;Armories;;Waffenkammer;;;;;;;;;;;x
wc_armory4;Grand Armory;;Große Waffenkammer;;;;;;;;;;;x
wc_armory1_desc;A large group of metal workers are kept on hand to create and maintain the weapons and tools of the local levy.;;;;;;;;;;;;;x
wc_armory2_desc;Series of workshops have been constructed, and the work they perform further increases the weapon and armor supply of our army.;;;;;;;;;;;;;x
wc_armory3_desc;Large portions of our keep has been constructed solely dedicated to the maintenance of our troops’ equipment including a batch of quartermasters, smithies and their apprentices.;;;;;;;;;;;;;x
wc_armory4_desc;Several halls of the keep are lined with master-crafted weapons and armor, both of the ornate and functional variety. A very large portion of our keep and the surrounding earthwork has been fitted to accomodate an enormous intake of ores and fuels so that no single soldier may be left weaponless. ;;;;;;;;;;;;;x
wc_town1;Dispersed Population;;Verstreute Bevölkerung;;;;;;;;;;;x
wc_town2;Growing Villages;;Wachsende Dörfer;;;;;;;;;;;x
wc_town3;Castle Town;;Burgdorf;;;;;;;;;;;x
wc_town4;Castle City;;Burgstadt;;;;;;;;;;;x
wc_town5;Metropolis;;Metropole;;;;;;;;;;;x
wc_town1_desc;The surrounding landscape is dotted with few farmhouses, estates. Not many call this land their home.;;;;;;;;;;;;;x
wc_town2_desc;People have started to gather and build their homes under the shadow of your keep and its stone parapets while most of the population still remains outside your direct influence.;;;;;;;;;;;;;x
wc_town3_desc;Both inside and outside the walls of your settlement lie numerous houses and forms of commercial infrastructure. The people of this land have developed a sort of economic independence.;;;;;;;;;;;;;x
wc_town4_desc;A city which is strung up around the castle, with many shops and small apartments which house a much larger population.;;;;;;;;;;;;;x
wc_town5_desc;Hundreds of buildings surround your keep including markets, and structures including stores, workshops. and residences alike. Most of the population is well off and prospering in the settlement that hugs your citadel.;;;;;;;;;;;;;x
wc_prison1;Cages;;Käfige;;;;;;;;;;;x
wc_prison2;Stockade;;Einfriedung;;;;;;;;;;;x
wc_prison3;Dungeon;;Verließ;;;;;;;;;;;x
wc_prison4;Prison;;Gefängnis;;;;;;;;;;;x
wc_prison1_desc;Man sized cages are scattered across the settlement's public area, normally used fort the trapping of animals, they now serve as excellent pens for prisoners;;;;;;;;;;;;;x
wc_prison2_desc;A small and enclosed space for the keeping of livestock, both human and animal alike.;;;;;;;;;;;;;x
wc_prison3_desc;This wing of the keep is complete with cells and a torture chamber able to extract information from prisoners and rogues;;;;;;;;;;;;;x
wc_prison4_desc;This large, dark and impressive complex of cells is adorned with chains and pits. It is where multiple rooms are dedicated to the keeping of dangerous elements in the land away from the general populous.;;;;;;;;;;;;;x
wc_roads1;Dirt Paths;;Feldwege;;;;;;;;;;;x
wc_roads2;Earthwork Roads;;Gepflegte Wege;;;;;;;;;;;x
wc_roads3;Stone Raods;;Pflasterstraßen;;;;;;;;;;;x
wc_roads4;Stone Highways;;Straßennetz;;;;;;;;;;;x
wc_roads5;Imperial Highways;;Kaiserliches Straßennetz;;;;;;;;;;;x
wc_roads1_desc;The only roads that exist in this land are those dug out by traveling caravans and the footprints of marching armies, but they nevertheless provide a boon to the region.;;;;;;;;;;;;;x
wc_roads2_desc;Time and materials have been invested in the region's roadwork resulting in a sort of standardized brick and earthwork roads.;;;;;;;;;;;;;x
wc_roads3_desc;Stone has replaced the previous brick and earth accomodations creating a road network needing of less maintainence.;;;;;;;;;;;;;x
wc_roads4_desc;Solid stone bridges, roads, and highways connect this holding to several others, greatly increasing ease of travel for common folk and lords alike.;;;;;;;;;;;;;x
wc_roads5_desc;The roads in this area are of exceptional quality. Shrines, stalls, and other oddities find themselves besides the triving veins that are the highways of this region.;;;;;;;;;;;;;x
wc_tower1;Outlying Towers;;Ausguck;;;;;;;;;;;x
wc_tower2;Fortified Wooden Towers;;Befestigte hölzerne Türme;;;;;;;;;;;x
wc_tower3;Large Stone Towers;;Große steinerne Türme;;;;;;;;;;;x
wc_tower4;Bastions;;Außenposten;;;;;;;;;;;x
wc_tower1_desc;A few outlying wooden towers have been built to better defend this settlement and its people.;;;;;;;;;;;;;x
wc_tower2_desc;The towers in this area have been upgraded and fortified to better withstand attack and better pack a punch of their own.;;;;;;;;;;;;;x
wc_tower3_desc;The defense towers within and outside this holding are deeply and entrenched and solid, able to withstand any army that dares to assault.;;;;;;;;;;;;;x
wc_tower4_desc;Each tower is basically its own fortress, filled with garrison troops and topped with cutting edge defensive weaponry.;;;;;;;;;;;;;x
wc_walls1;Palisade;;Palisaden;;;;;;;;;;;x
wc_walls2;Stone Fortifications;;Steinerne Befestigungen;;;;;;;;;;;x
wc_walls3;Stone Barriers;;Steinerne Barrieren;;;;;;;;;;;x
wc_walls4;Stone Walls;;Steinerne Wälle;;;;;;;;;;;x
wc_walls5;Fortress Defences;;Festungsanlagen;;;;;;;;;;;x
wc_walls1_desc;Small wooden barricades have been erected to create something that's better than no defense at all.;;;;;;;;;;;;;x
wc_walls2_desc;The palisades defending the holding have been upgraded to a sturdier stone composition.;;;;;;;;;;;;;x
wc_walls3_desc;Previous stone fortifications have been added upon and made stronger, able to withstand any skirmish or siege.;;;;;;;;;;;;;x
wc_walls4_desc;This settlement has been completely surrounded by sturdy, stone walls making this holding a poor target for any attack.;;;;;;;;;;;;;x
wc_walls5_desc;This holding is equipped with walls so exceptionally strong and fine, that they and everything they encompass are an impenetrable fortress.;;;;;;;;;;;;;x
wc_garrison1;Defensive Militia;;Milizquartiere;;;;;;;;;;;x
wc_garrison2;Emergency Caches;;Wachposten;;;;;;;;;;;x
wc_garrison3;Defensive Siege Weapons;;Verteidigungsanlagen;;;;;;;;;;;x
wc_garrison4;Magical Defenses;;Magische Verteidigung;;;;;;;;;;;x
wc_garrison5;Arcane Wards;;Arkane Befestigungen;;;;;;;;;;;x
wc_garrison1_desc;A militia has been established in this settlement, ensuring defense against smaller raids and weak skirmishes.;;;;;;;;;;;;;x
wc_garrison2_desc;Emergency supplies have been gathered and stored to ensure this settlement's survival in any prolonged siege.;;;;;;;;;;;;;x
wc_garrison3_desc;Defensive weapons, such as oil, ballistae, traps, and catapults have been entrenched in the land surrounding the settlement, as well as upon the walls.;;;;;;;;;;;;;x
wc_garrison4_desc;With the help of the keep's mages, magical traps and defenses now defend the keep, increasing the garrison's survivability.;;;;;;;;;;;;;x
wc_garrison5_desc;Incredbily complex arcane wards are working together with our tradition weapons and walls creating a truly unassailable holding.;;;;;;;;;;;;;x
wc_shipyard1;Small Docks;;Kleiner Anlegestelle;;;;;;;;;;;x
wc_shipyard2;Local Shipyard;;Werft;;;;;;;;;;;x
wc_shipyard3;Expansive Shipyards;;Ausgedehnte Werft;;;;;;;;;;;x
wc_shipyard4;Drydocks;;Trockendock;;;;;;;;;;;x
wc_shipyard1_desc;A few small docks and dockworkers have assembled along the coast to build a small naval force for this settlement.;;;;;;;;;;;;;x
wc_shipyard2_desc;A small shipyard and assembly line has been established, further increasing the naval force and replenishment capacity of the region.;;;;;;;;;;;;;x
wc_shipyard3_desc;The previous shipyard has expanded into several, practically dominating the local coast with shipmaking industry.;;;;;;;;;;;;;x
wc_shipyard4_desc;Industrial drydocks have been constructed finalizing increasing naval power and dominance.;;;;;;;;;;;;;x
wc_citysize1;Hamlet;;Weiler;;;;;;;;;;;x
wc_citysize2;Village;;Ortschaft;;;;;;;;;;;x
wc_citysize3;Town;;Dorf;;;;;;;;;;;x
wc_citysize4;City;;Gemeinde;;;;;;;;;;;x
wc_citysize5;Municipality;;Stadt;;;;;;;;;;;x
wc_citysize6;Metropolis;;Metropole;;;;;;;;;;;x
wc_citysize1_desc;A small hamlet containing few rural inhabitants has sprung up here. Buildings are scattered and generally unorganized.;;;;;;;;;;;;;x
wc_citysize2_desc;Larger wooden estates and structures are being raised to create a denser population base and a somewhat organized infrastructure.;;;;;;;;;;;;;x
wc_citysize3_desc;Stone housing and shops are starting to erect themselves while the landscape is slowly taken over by sprawling accomodations.;;;;;;;;;;;;;x
wc_citysize4_desc;"This city grows ever outward; much of the population is well off and its economy booms.";;;;;;;;;;;;x
wc_citysize5_desc;A central cosmopolitan hub of commerce, business, and common residence. Hundreds of travelers each day frequent this city and its far-reaching monuments.;;;;;;;;;;;;;x
wc_citysize6_desc;Truly a city state in its own right, the bureacracy required to run a metropolis of this size is immense, but the boons it provides to its lands, lords, and the common people is equally so.;;;;;;;;;;;;;x
wc_ftower1;Scout Tower;;Aussichtsturm;;;;;;;;;;;x
wc_ftower2;Outpost;;Außenposten;;;;;;;;;;;x
wc_ftower1_desc;A light wooden scout tower has been built here to keep survey of the land and any hostile forces.;;;;;;;;;;;;;x
wc_ftower2_desc;A fortitifed outpost stands here protecting the land from light enemy forces.;;;;;;;;;;;;;x
wc_fpatrols1;Light Garrison;;Kleine Garnison;;;;;;;;;;;x
wc_fpatrols2;Heavy Garrison;;Schwere Garnison;;;;;;;;;;;x
wc_fpatrols1_desc;Small squads of foot troops have been garrisoned in this fort to protect the surrounding land.;;;;;;;;;;;;;x
wc_fpatrols2_desc;Heavy troops have been stationed at this garrison to further reinforce defenses in the surrounding area.;;;;;;;;;;;;;x
wc_croads1;Dirt Paths;;Feldwege;;;;;;;;;;;x
wc_croads2;Earthwork Roads;;Gepflegte Wege;;;;;;;;;;;x
wc_croads3;Stone Roads;;Steinerne Straßen;;;;;;;;;;;x
wc_croads4;Stone Highways;;Straßennetz;;;;;;;;;;;x
wc_croads1_desc;The only roads that exist in this land are those dug out by traveling caravans and the footprints of marching armies, but they nevertheless provide a boon to the region.;;;;;;;;;;;;;x
wc_croads2_desc;Time and materials have been invested in the region's roadwork resulting in a sort of standardized brick and earthwork roads.;;;;;;;;;;;;;x
wc_croads3_desc;Stone has replaced the previous brick and earth accomodations creating a road network needing of less maintainence.;;;;;;;;;;;;;x
wc_croads4_desc;Solid stone bridges, roads, and highways connect this holding to several others, greatly increasing ease of travel for common folk and lords alike.;;;;;;;;;;;;;x
wc_cwalls1;Palisade;;Palisaden;;;;;;;;;;;x
wc_cwalls2;Stone Fortifications;;Steinerne Befestigungen;;;;;;;;;;;x
wc_cwalls3;Stone Barriers;;Steinerne Barrieren;;;;;;;;;;;x
wc_cwalls4;Stone Walls;;Steinerne Wälle;;;;;;;;;;;x
wc_cwalls1_desc;Small wooden barricades have been erected to create something that's better than no defense at all.;;;;;;;;;;;;;x
wc_cwalls2_desc;The palisades defending the holding have been upgraded to a sturdier stone composition.;;;;;;;;;;;;;x
wc_cwalls3_desc;Previous stone fortifications have been added upon and made stronger, able to withstand any skirmish or siege.;;;;;;;;;;;;;x
wc_cwalls4_desc;This settlement has been completely surrounded by sturdy, stone walls making this holding a poor target for any attack.;;;;;;;;;;;;;x
wc_citygarrison1;Guard Towers;;Wachposten;;;;;;;;;;;x
wc_citygarrison2;Small Garrison;;Kleine Garnison;;;;;;;;;;;x
wc_citygarrison3;Sizeable Garrison;;Garnison;;;;;;;;;;;x
wc_citygarrison4;City Barracks;;Städtische Kasernen;;;;;;;;;;;x
wc_citygarrison1_desc;Small guard towards surround this town protecting it from raiders and smaller armies.;;;;;;;;;;;;;x
wc_citygarrison2_desc;A small permament garrison has been housed within the settlement better protecting it against skirmishes and raids.;;;;;;;;;;;;;x
wc_citygarrison3_desc;The garrison in this city has become quite sizeable providing it with its own levy capable of helping support a grander army.;;;;;;;;;;;;;x
wc_citygarrison4_desc;Several buildings have come together to form the barracks of this city. Within it, many professional soldiers train and practice so that they may one day see the field of battle.;;;;;;;;;;;;;x
wc_citymuster1;Urban Meeting Ground;;Städtischer Sammelplatz;;;;;;;;;;;x
wc_citymuster2;Small Mustering Ground;;Kleiner Übungsplatz;;;;;;;;;;;x
wc_citymuster3;Mustering Field;;Übungsplatz;;;;;;;;;;;x
wc_citymuster4;Combat Posts;;Kampfplatz;;;;;;;;;;;x
wc_citymuster1_desc;A small dirt ground within the town has been assigned for light practice, mainly for the militia and other armed peasants.;;;;;;;;;;;;;x
wc_citymuster2_desc;A more walled off area has established itself within the city limits, better equipped to sustain and militia fighting force.;;;;;;;;;;;;;x
wc_citymuster3_desc;Several militiamen and archers practice day and night to protect the city they call home within these grounds.;;;;;;;;;;;;;x
wc_citymuster4_desc;Combat posts reminiscent of professional training grounds prepare this city's militiamen for the absolute worst war has to offer.;;;;;;;;;;;;;x
wc_residential1;Cottages;;Hütten;;;;;;;;;;;x
wc_residential2;Stone Housing;;Steinhäuser;;;;;;;;;;;x
wc_residential3;Townhouses;;Stadthäuser;;;;;;;;;;;x
wc_residential4;Urban Estates;;Städtische Anwesen;;;;;;;;;;;x
wc_residential1_desc;Small cottages have come together to form a small settlement of families and workers.;;;;;;;;;;;;;x
wc_residential2_desc;Some of the old cottages have seen themselves replaced with sturdier, stone housing more capable of housing a permanent population.;;;;;;;;;;;;;x
wc_residential3_desc;Large townhouses now dot the streets of this city, capable of housing multiple families, workers, and even soldiers in time of war.;;;;;;;;;;;;;x
wc_residential4_desc;Large urban estates now take up parts of the land within and outside the city limits, giving refuge to the wealthy and middle class alike.;;;;;;;;;;;;;x
wc_shops1;Common Shops;;Händler;;;;;;;;;;;x
wc_shops2;Large Shops;;Marktflecken;;;;;;;;;;;x
wc_shops3;Commercial Plaza;;Marktplatz;;;;;;;;;;;x
wc_shops4;Market District;;Handelsmesse;;;;;;;;;;;x
wc_shops1_desc;Several shops selling food, knicknacks, and other necessities dot the roads of this town.;;;;;;;;;;;;;x
wc_shops2_desc;Some enterprises have become more successful than others, as larger buildings begin to house grander shops and merchants.;;;;;;;;;;;;;x
wc_shops3_desc;An entire plaza has been carved out of the city center, and it is meant to serve as the city's trading hub for both internal and external trade.;;;;;;;;;;;;;x
wc_shops4_desc;This section of the city has been completed dedicated to the selling of goods, necessity and luxurious, for all who can afford them.;;;;;;;;;;;;;x
wc_tavern1;Private Cellar;;Schankstube;;;;;;;;;;;x
wc_tavern2;Local Bar;;Taverne;;;;;;;;;;;x
wc_tavern3;Tavern;;Gasthof;;;;;;;;;;;x
wc_tavern4;Cabaret;;Vergnügungsviertel;;;;;;;;;;;x
wc_tavern1_desc;A small private cellar within town has become the populace's primary method of any type of inebriation.;;;;;;;;;;;;;x
wc_tavern2_desc;The local cellar has now moved above ground becoming a center of many nights gone awry.;;;;;;;;;;;;;x
wc_tavern3_desc;This tavern not only raises the spirits of the populace, but gives several a night away in what many would call the doghouse.;;;;;;;;;;;;;x
wc_tavern4_desc;Truly a house of hedonism and debauchery, many enter wanting it all, leaving with nothing left to give.;;;;;;;;;;;;;x
wc_richres1;Noble Townhouses;;Adelshäuser;;;;;;;;;;;x
wc_richres2;Noble Estates;;Adlige Anwesen;;;;;;;;;;;x
wc_richres3;Expansive Estates;;Villen;;;;;;;;;;;x
wc_richres4;Mansions;;Adlige Residenz;;;;;;;;;;;x
wc_richres1_desc;Large townhouses are specifically reserved for the nobility of this town as they stand domineering over the residences.;;;;;;;;;;;;;x
wc_richres2_desc;The nobility have claimed much of the land around their residences, further adding to their wealth and prestige.;;;;;;;;;;;;;x
wc_richres3_desc;Noble estates dominate the landscape outside the city walls painting a picture of power and richness for our city.;;;;;;;;;;;;;x
wc_richres4_desc;Large mansions have begun to dot the landscape centered in the confines of large noble estate lands. Does their wealth know no bounds?;;;;;;;;;;;;;x
wc_bank1;Moneylender;;Geldverleiher;;;;;;;;;;;x
wc_bank2;Counting House;;Zahlhaus;;;;;;;;;;;x
wc_bank3;Bank;;Bank;;;;;;;;;;;x
wc_bank4;Treasury;;Schatzhaus;;;;;;;;;;;x
wc_bank1_desc;A small-time money lender has set up shop in the town. Many see the lender as a great opportunity for commercial enterprise while some see another scam artist.;;;;;;;;;;;;;x
wc_bank2_desc;A dedicated counting house has been constructed within the city limits. The workers ensure standard weights and currencies are used in market trades.;;;;;;;;;;;;;x
wc_bank3_desc;A city this size cannot thrive without a level of central banking. Lucky enough, a bank has found great profitability right in the middle of town.;;;;;;;;;;;;;x
wc_bank4_desc;City controlled funds are minted, counted, and distributed from this golden palace of banking and lending.;;;;;;;;;;;;;x
wc_auction1;Auction Grounds;;Auktionsplatz;;;;;;;;;;;x
wc_auction2;Auction House;;Auktionshaus;;;;;;;;;;;x
wc_auction3;Trading House;;Handelshaus;;;;;;;;;;;x
wc_auction4;Stock Market;;Börse;;;;;;;;;;;x
wc_auction1_desc;Centralized grounds for general auction trading of all sorts, though the whole process is rather disorganized.;;;;;;;;;;;;;x
wc_auction2_desc;Now a permanent structure is dedicated to public trading and auctions, and as such, trading has become more frequent.;;;;;;;;;;;;;x
wc_auction3_desc;The previous auction house has become an even larger hub of free trading. More merchants from all around bring luxury and rare goods to be traded with the public of this city.;;;;;;;;;;;;;x
wc_auction4_desc;The market here has moved past tangible goods and has moved onto untangible ones such as industry names, brands, and stock ownerships in companies.;;;;;;;;;;;;;x
wc_poor1;Encampments;;Zeltlager;;;;;;;;;;;x
wc_poor2;Slums;;Elendsviertel;;;;;;;;;;;x
wc_poor3;Urban Lodging;;Städtische Unterkünfte;;;;;;;;;;;x
wc_poor4;Urban Sprawl;;Vororte;;;;;;;;;;;x
wc_poor1_desc;Shambling and poorly constructed tents and homes are built in the shadow of this city's walls and defenses, removed from the true citizens and those wealthy enough to live in safety.;;;;;;;;;;;;;x
wc_poor2_desc;Contributing a grand amount to the population, these slums exist both within and outside of the city creating an unsafe, yet stable, housing option for the poor.;;;;;;;;;;;;;x
wc_poor3_desc;Large houses called lodgings have been built within the city to better handle the expanding poor population. Cramped and uncomfortable, these structures bring  more off of the streets and into the recorded levy.;;;;;;;;;;;;;x
wc_poor4_desc;This city can be seen from miles away, perhaps not because of its gleaming jewels of wealth and magic that tower above it, but rather because of the large sprawl of slums hugging its walls.;;;;;;;;;;;;;x
wc_school1;Private School;;Privatschule;;;;;;;;;;;x
wc_school2;College;;Fachschule;;;;;;;;;;;x
wc_school3;University;;Universität;;;;;;;;;;;x
wc_school4;Academy;;Akademie;;;;;;;;;;;x
wc_school1_desc;Opportunities for the wealthy to educate their young now exists for those living in the city, though many unable to cope with the costs are left illiterate.;;;;;;;;;;;;;x
wc_school2_desc;A city college has opened up to broaden the opportunities available for young and adult citizens to broaden their horizons.;;;;;;;;;;;;;x
wc_school3_desc;This university allows the citizens of this city to further specialize their work and, in the long term, contribute to the region's enduring prosperity.;;;;;;;;;;;;;x
wc_school4_desc;One of the many crown jewels in this municipality, acceptance into this academy is a dream for many miles around, allowing the academy to garner the reputation that any who attend it are gauranteed a future.;;;;;;;;;;;;;x
wc_cshipyard1;Local City Dock;;Kleine städtische Anlegestelle;;;;;;;;;;;x
